subject,spam_label
Re: Question about ETL performance,0
Notes from today's lecture – LangChain agents,0
GitHub: New sign-in from Singapore,0
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
Re: Project status update for Q1 2025,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 (Limited Time)",1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 ✅,1
Zoom link for LangChain agents,0
Invoice #8768 for consulting services,0
Reminder: Doctor appointment on 15/3/2025 at 4:15 PM,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF (Limited Time),1
Payment received – thank you,0
Your order #3206 has shipped,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ ✅,1
Calendar invite: 1:1 with Daniel,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ ✅,1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty (Limited Time)",1
Sprint 2113 planning meeting – Wed 2:00 PM,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Performance review discussion – October,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) 🔥,1
Don't miss out on your free trial. (Limited Time),1
AWS billing statement for January 2025,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️,1
Don't miss out on your free trial. #328989,1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 (Limited Time)",1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty 🔥",1
Your old TV setup is outdated… try this 👇 #5290677042,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts (Limited Time),1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ #597150,1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… #892067",1
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… – Offer Ends Tonight",1
Don't miss out on your free trial. (Limited Time),1
Last Chance to Register — Subsurface Live Is Tomorrow – Offer Ends Tonight,1
Invoice #2422 for consulting services,0
GitHub: New sign-in from US,0
Notes from today's lecture – feature flags,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… 🔥",1
Sprint 1975 planning meeting – Mon 11:30 AM,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️,1
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
Payment received – thank you,0
Re: Question about ETL performance,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! #845858",1
Assignment feedback for Data Structures,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) (Limited Time),1
Class registration confirmation – Machine Learning 501,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ – Offer Ends Tonight,1
Board meeting agenda – June 2023,0
Class registration confirmation – MBA 610,0
Reminder: Doctor appointment on 6/8/2024 at 11:30 AM,0
AWS billing statement for October 2023,0
Calendar invite: 1:1 with Daniel,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻",1
Your order #9643 has shipped,0
Your order #5879 has shipped,0
Re: Project status update for Q3 2025,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 ✅",1
Invoice #4738 for consulting services,0
GitHub: New sign-in from India,0
The $1.9 trillion industry AI is about to demolish – Offer Ends Tonight,1
Don't miss out on your free trial.,1
Re: Project status update for Q2 2025,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF ✅,1
Payment received – thank you,0
Your old TV setup is outdated… try this 👇 #5290677042 🔥,1
Your old TV setup is outdated… try this 👇 #5290677042 🔥,1
Your old TV setup is outdated… try this 👇 #5290677042 #472416,1
Re: Question about feature flags,0
Payment received – thank you,0
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty",1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻",1
Reminder: Doctor appointment on 19/4/2025 at 9:00 AM,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained (Limited Time)",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ 🔥,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
Last Chance to Register — Subsurface Live Is Tomorrow ✅,1
Your order #7554 has shipped,0
Sprint 9721 planning meeting – Thu 11:30 AM,0
The dirty secret of financial newsletters – Offer Ends Tonight,1
The dirty secret of financial newsletters – Offer Ends Tonight,1
Standup summary – AI Platform,0
Last Chance to Register — Subsurface Live Is Tomorrow 🔥,1
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! 🔥",1
The dirty secret of financial newsletters 🔥,1
Performance review discussion – March,0
This Drug MELTS Fat – Why Aren’t You on It Yet? (Limited Time),1
Board meeting agenda – April 2024,0
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
Don't miss out on your free trial. (Limited Time),1
GitHub: New sign-in from US,0
Re: Project status update for Q4 2025,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 ✅",1
Meeting notes: Drexel architecture review,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻",1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
Sprint 4179 planning meeting – Tue 2:00 PM,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF 🔥,1
Re: Project status update for Q3 2024,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
Don't miss out on your free trial. 🔥,1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 (Limited Time)",1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 – Offer Ends Tonight",1
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained 🔥",1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
Notes from today's lecture – feature flags,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 (Limited Time)",1
Your order #4560 has shipped,0
The dirty secret of financial newsletters #572028,1
Class registration confirmation – Machine Learning 501,0
Performance review discussion – August,0
Calendar invite: 1:1 with Christin,0
Standup summary – Cloud Migration,0
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty – Offer Ends Tonight",1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 🔥",1
Re: Project status update for Q3 2024,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts 🔥,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ #972101,1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️,1
Notes from today's lecture – LangChain agents,0
Experience ultra-HD streaming at zero cost🎟️  #1264448583 #589481,1
Calendar invite: 1:1 with Christin,0
This Drug MELTS Fat – Why Aren’t You on It Yet? – Offer Ends Tonight,1
Performance review discussion – July,0
Re: Question about feature flags,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
This Drug MELTS Fat – Why Aren’t You on It Yet? 🔥,1
Last Chance to Register — Subsurface Live Is Tomorrow #317897,1
Calendar invite: 1:1 with Raj,0
The $1.9 trillion industry AI is about to demolish ✅,1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 (Limited Time)",1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts #497966,1
Sprint 3151 planning meeting – Mon 11:30 AM,0
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
"Hello yuvaraj.d85@gmail.com, Income Tax Department Is Tracking These 10 Transactions By You: Check How To Avoid Notice, Penalty (Limited Time)",1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 ✅,1
Calendar invite: 1:1 with Christin,0
Class registration confirmation – Data Structures,0
Board meeting agenda – December 2023,0
Payment received – thank you,0
Family photos from our trip to London,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
Sprint 6417 planning meeting – Fri 9:00 AM,0
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 (Limited Time)",1
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ 🔥,1
Don't miss out on your free trial. ✅,1
Zoom link for Kubernetes scaling,0
"Hello yuvaraj.d85@gmail.com, Your credit score will now change every week: RBI’s new rules explained",1
This Drug MELTS Fat – Why Aren’t You on It Yet? ✅,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583,1
Standup summary – Data Engineering,0
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual) (Limited Time),1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
Your old TV setup is outdated… try this 👇 #5290677042 🔥,1
GitHub: New sign-in from US,0
The dirty secret of financial newsletters 🔥,1
AWS billing statement for November 2025,0
Reminder: Doctor appointment on 7/4/2024 at 11:30 AM,0
⚠️Final Notice: Your photos and videos will be deleted – take action⚠️ (Limited Time),1
GitHub: New sign-in from Singapore,0
Meeting notes: Drexel architecture review,0
Your order #2620 has shipped,0
Last Chance to Register — Subsurface Live Is Tomorrow,1
Zoom link for ETL performance,0
Board meeting agenda – January 2024,0
"Hello yuvaraj.d85@gmail.com, Amazon Deals of the Day 📢 Up to 50% OFF on Home & Kitchen Appliances 🏠 + 10% Instant Savings 💳 + Cashback up to ₹9,999 👉 Shop Now! ✅",1
AWS billing statement for August 2023,0
Last Chance to Register — Subsurface Live Is Tomorrow (Limited Time),1
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻",1
Your order #5546 has shipped,0
Payment received – thank you,0
AWS billing statement for June 2024,0
Last Chance to Register — Subsurface Live Is Tomorrow ✅,1
Don't miss out on your free trial. – Offer Ends Tonight,1
Your old TV setup is outdated… try this 👇 #5290677042 – Offer Ends Tonight,1
Board meeting agenda – January 2024,0
GitHub: New sign-in from Germany,0
Board meeting agenda – March 2024,0
The dirty secret of financial newsletters – Offer Ends Tonight,1
Board meeting agenda – February 2024,0
"Hello yuvaraj.d85@gmail.com, Amazon📺 TVs & Appliances⚡️Up to 65% off 🎉 Festive Deals📣Ends Today - 10% Instant Discount on Credit Card & EASYEMI on Cards | Festive Treats 👉🏻 (Limited Time)",1
"Hello yuvaraj.d85@gmail.com, Amazon 🛍 Wardrobe Refresh Sale - Wishlist now ⚡️ 50–80% Off ✨ 1500+ brands • Latest trends • Same-day delivery on 4 lakh+ styles 👉🏻 🔥",1
Reminder: Doctor appointment on 27/10/2025 at 11:30 AM,0
MAKE HOLIDAY SHOPPING EASIER: JOIN FOR HALF OFF 🔥,1
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts 🔥,1
Sprint 3860 planning meeting – Thu 9:00 AM,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
The dirty secret of financial newsletters #625688,1
Experience ultra-HD streaming at zero cost🎟️  #1264448583 – Offer Ends Tonight,1
Standup summary – Cloud Migration,0
This Drug MELTS Fat – Why Aren’t You on It Yet? #234229,1
Payment received – thank you,0
Invoice #1638 for consulting services,0
"Hello yuvaraj.d85@gmail.com,  ELECTRICITY BILLS to be REDUCED: Government planning to reduce power bills by using AI to detect… #398531",1
The dirty secret of financial newsletters #401051,1
Meeting notes: Vanguard architecture review,0
Meeting notes: Vanguard architecture review,0
Invoice #3671 for consulting services,0
You Are Our 3rd Winner !! Confirm & Claim 🎁 Lowe's  Gorilla Carts – Offer Ends Tonight,1
Don't miss out on your free trial. ✅,1
The dirty secret of financial newsletters – Offer Ends Tonight,1
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 #781175",1
Experience ultra-HD streaming at zero cost🎟️  #1264448583,1
AWS billing statement for February 2024,0
The $1.9 trillion industry AI is about to demolish #313082,1
Performance review discussion – July,0
Last Chance to Register — Subsurface Live Is Tomorrow – Offer Ends Tonight,1
You’re invited: Subsurface LIVE 2025 – December 10 (Virtual),1
Assignment feedback for Data Structures,0
Assignment feedback for Operations Management,0
"Hello yuvaraj.d85@gmail.com, 💻 Smartchoice Tablets & Laptops 📣 Curated selection for every use  Powerhouse Picks 👉🏻 – Offer Ends Tonight",1
